Lines Matched,Pct1,Pct2,Moss Link,Project1,Student1,Project2,Student2
13,2,2,http://moss.stanford.edu/results/818084778/match130.html,"C_P12015","Sunam_Jerry(a078102843453dd4fe10ec0873d6e998)","O_P12014","Q_Stu(c87f16d0e9cda269a5c19e68612109b1)"
13,0,0,http://moss.stanford.edu/results/818084778/match135.html,"C_P12015","Jones_Tommy(0db34975171811623b0aa2e1bea58039)","O_P22014","N_Stu(e4eccfa8a9dceb2e2902c8b052ce85b4)"
13,0,2,http://moss.stanford.edu/results/818084778/match136.html,"C_P12015","Jones_Tommy(0db34975171811623b0aa2e1bea58039)","C_P12015","Sunam_Jerry(a078102843453dd4fe10ec0873d6e998)"
13,0,1,http://moss.stanford.edu/results/818084778/match152.html,"C_P22015","Gonzales_Pedro(a876148095ff319cdf1d6d971f2c0ca5)","O_P22014","H_Stu(41e869b8be1ff2f45a0f7679f0612c02)"
13,0,2,http://moss.stanford.edu/results/818084778/match153.html,"C_P22015","Gonzales_Pedro(a876148095ff319cdf1d6d971f2c0ca5)","O_P12014","Al_Stu(41e869b8be1ff2f45a0f7679f0612c02)"
13,0,1,http://moss.stanford.edu/results/818084778/match156.html,"C_P12015","Black_Lisa(82d08df03494defb6b12f52319752fdc)","O_P22014","H_Stu(41e869b8be1ff2f45a0f7679f0612c02)"
13,0,2,http://moss.stanford.edu/results/818084778/match157.html,"C_P12015","Black_Lisa(82d08df03494defb6b12f52319752fdc)","O_P12014","Al_Stu(41e869b8be1ff2f45a0f7679f0612c02)"
13,0,0,http://moss.stanford.edu/results/818084778/match220.html,"C_P12015","Green_Simonel(86c7ea55381094ef1374bc79524ba7b7)","O_P22014","L_Stu(21f2212719b3c956cfeec91a639a019f)"
13,0,0,http://moss.stanford.edu/results/818084778/match222.html,"C_P12015","Green_Simonel(86c7ea55381094ef1374bc79524ba7b7)","O_P12014","T_Stu(21f2212719b3c956cfeec91a639a019f)"
12,0,0,http://moss.stanford.edu/results/818084778/match107.html,"C_P22015","Butler_Mary(0c44d3ae94ffd980f530907abdfdb901)","C_P22015","Jones_Tommy(0db34975171811623b0aa2e1bea58039)"
12,0,0,http://moss.stanford.edu/results/818084778/match140.html,"C_P12015","Lu_Ben(6e43dde6ee96247f8d811d9acb6687e3)","O_P12014","T_Stu(21f2212719b3c956cfeec91a639a019f)"
12,0,1,http://moss.stanford.edu/results/818084778/match197.html,"C_P22015","Boop_Betty(168e38a05dfd8bb5e4d1aa3084f98cec)","O_P12014","X_Stu(5041308ef3585f4cd6051da1dccd4331)"
12,0,1,http://moss.stanford.edu/results/818084778/match211.html,"C_P12015","Newman_Joe(54fa6a0de05f3e459300f9e94f7228cf)","O_P12014","X_Stu(5041308ef3585f4cd6051da1dccd4331)"
12,0,0,http://moss.stanford.edu/results/818084778/match219.html,"C_P12015","Jones_Tommy(0db34975171811623b0aa2e1bea58039)","C_P12015","Newman_Joe(54fa6a0de05f3e459300f9e94f7228cf)"
12,1,0,http://moss.stanford.edu/results/818084778/match239.html,"C_P12015","Bbc_Has(5041308ef3585f4cd6051da1dccd4331)","C_P22015","Boop_Betty(168e38a05dfd8bb5e4d1aa3084f98cec)"
12,1,0,http://moss.stanford.edu/results/818084778/match240.html,"C_P12015","Bbc_Has(5041308ef3585f4cd6051da1dccd4331)","C_P12015","Newman_Joe(54fa6a0de05f3e459300f9e94f7228cf)"
11,0,1,http://moss.stanford.edu/results/818084778/match78.html,"C_P22015","Jones_Tommy(0db34975171811623b0aa2e1bea58039)","O_P22014","L_Stu(21f2212719b3c956cfeec91a639a019f)"
11,0,2,http://moss.stanford.edu/results/818084778/match90.html,"C_P22015","Butler_Mary(0c44d3ae94ffd980f530907abdfdb901)","O_P22014","J_Stu(fdff9c54a88cb0c4288d5d2618f64fd8)"
11,0,0,http://moss.stanford.edu/results/818084778/match131.html,"C_P12015","Black_Lisa(82d08df03494defb6b12f52319752fdc)","C_P12015","Lu_Ben(6e43dde6ee96247f8d811d9acb6687e3)"
11,0,0,http://moss.stanford.edu/results/818084778/match199.html,"C_P22015","Boop_Betty(168e38a05dfd8bb5e4d1aa3084f98cec)","C_P22015","Jones_Tommy(0db34975171811623b0aa2e1bea58039)"
10,0,0,http://moss.stanford.edu/results/818084778/match84.html,"C_P22015","Jones_Tommy(0db34975171811623b0aa2e1bea58039)","O_P22014","N_Stu(e4eccfa8a9dceb2e2902c8b052ce85b4)"
10,0,1,http://moss.stanford.edu/results/818084778/match85.html,"C_P22015","Jones_Tommy(0db34975171811623b0aa2e1bea58039)","O_P12014","V_Stu(e4eccfa8a9dceb2e2902c8b052ce85b4)"
10,0,0,http://moss.stanford.edu/results/818084778/match105.html,"C_P22015","Gonzales_Pedro(a876148095ff319cdf1d6d971f2c0ca5)","O_P22014","K_Stu(b72a6ef515dfe775b81c412263fcc24d)"
10,0,1,http://moss.stanford.edu/results/818084778/match172.html,"C_P12015","Black_Lisa(82d08df03494defb6b12f52319752fdc)","O_P12014","S_Stu(b72a6ef515dfe775b81c412263fcc24d)"
10,0,0,http://moss.stanford.edu/results/818084778/match190.html,"C_P22015","Jones_Tommy(0db34975171811623b0aa2e1bea58039)","O_P12014","T_Stu(21f2212719b3c956cfeec91a639a019f)"
10,0,0,http://moss.stanford.edu/results/818084778/match225.html,"C_P12015","Green_Simonel(86c7ea55381094ef1374bc79524ba7b7)","C_P12015","Newman_Joe(54fa6a0de05f3e459300f9e94f7228cf)"
9,2,1,http://moss.stanford.edu/results/818084778/match119.html,"C_P12015","Sunam_Jerry(a078102843453dd4fe10ec0873d6e998)","O_P22014","J_Stu(fdff9c54a88cb0c4288d5d2618f64fd8)"
8,0,1,http://moss.stanford.edu/results/818084778/match139.html,"C_P22015","Aab_Michael(7b90e57b05602edbeeea35b8ba37a0b1)","O_P12014","R_Stu(fdff9c54a88cb0c4288d5d2618f64fd8)"
8,0,1,http://moss.stanford.edu/results/818084778/match201.html,"C_P22015","Bbc_Has(5041308ef3585f4cd6051da1dccd4331)","O_P22014","I_Stu(c87f16d0e9cda269a5c19e68612109b1)"
8,1,0,http://moss.stanford.edu/results/818084778/match232.html,"C_P12015","Boop_Betty(168e38a05dfd8bb5e4d1aa3084f98cec)","O_P22014","L_Stu(21f2212719b3c956cfeec91a639a019f)"
7,4,0,http://moss.stanford.edu/results/818084778/match91.html,"C_P12015","Sunam_Jerry(a078102843453dd4fe10ec0873d6e998)","O_P22014","O_Stu(5041308ef3585f4cd6051da1dccd4331)"
7,4,2,http://moss.stanford.edu/results/818084778/match92.html,"C_P12015","Sunam_Jerry(a078102843453dd4fe10ec0873d6e998)","O_P12014","X_Stu(5041308ef3585f4cd6051da1dccd4331)"
7,4,0,http://moss.stanford.edu/results/818084778/match93.html,"C_P12015","Sunam_Jerry(a078102843453dd4fe10ec0873d6e998)","C_P22015","Aab_Michael(7b90e57b05602edbeeea35b8ba37a0b1)"
7,2,4,http://moss.stanford.edu/results/818084778/match99.html,"C_P12015","Bbc_Has(5041308ef3585f4cd6051da1dccd4331)","C_P12015","Sunam_Jerry(a078102843453dd4fe10ec0873d6e998)"
7,2,0,http://moss.stanford.edu/results/818084778/match148.html,"C_P12015","Sunam_Jerry(a078102843453dd4fe10ec0873d6e998)","C_P22015","Butler_Mary(0c44d3ae94ffd980f530907abdfdb901)"
7,0,2,http://moss.stanford.edu/results/818084778/match155.html,"C_P12015","Jones_Tommy(0db34975171811623b0aa2e1bea58039)","O_P12014","Q_Stu(c87f16d0e9cda269a5c19e68612109b1)"
7,0,1,http://moss.stanford.edu/results/818084778/match188.html,"C_P22015","Whiteman_Xavier(c251f60fcccb749423e34d7570ceecca)","O_P12014","S_Stu(b72a6ef515dfe775b81c412263fcc24d)"
7,0,1,http://moss.stanford.edu/results/818084778/match228.html,"C_P12015","Butler_Mary(0c44d3ae94ffd980f530907abdfdb901)","O_P12014","S_Stu(b72a6ef515dfe775b81c412263fcc24d)"
6,2,0,http://moss.stanford.edu/results/818084778/match115.html,"C_P12015","Bbc_Has(5041308ef3585f4cd6051da1dccd4331)","O_P22014","K_Stu(b72a6ef515dfe775b81c412263fcc24d)"
6,2,2,http://moss.stanford.edu/results/818084778/match116.html,"C_P12015","Bbc_Has(5041308ef3585f4cd6051da1dccd4331)","O_P12014","S_Stu(b72a6ef515dfe775b81c412263fcc24d)"
6,0,1,http://moss.stanford.edu/results/818084778/match122.html,"C_P22015","Newman_Joe(54fa6a0de05f3e459300f9e94f7228cf)","O_P22014","J_Stu(fdff9c54a88cb0c4288d5d2618f64fd8)"
6,0,1,http://moss.stanford.edu/results/818084778/match133.html,"C_P22015","Boop_Betty(168e38a05dfd8bb5e4d1aa3084f98cec)","O_P22014","H_Stu(41e869b8be1ff2f45a0f7679f0612c02)"
6,0,0,http://moss.stanford.edu/results/818084778/match134.html,"C_P12015","Lu_Ben(6e43dde6ee96247f8d811d9acb6687e3)","C_P22015","Butler_Mary(0c44d3ae94ffd980f530907abdfdb901)"
6,0,0,http://moss.stanford.edu/results/818084778/match164.html,"C_P22015","Jones_Tommy(0db34975171811623b0aa2e1bea58039)","C_P22015","Newman_Joe(54fa6a0de05f3e459300f9e94f7228cf)"
6,0,0,http://moss.stanford.edu/results/818084778/match166.html,"C_P22015","Bbc_Has(5041308ef3585f4cd6051da1dccd4331)","C_P22015","Jones_Tommy(0db34975171811623b0aa2e1bea58039)"
6,0,1,http://moss.stanford.edu/results/818084778/match168.html,"C_P12015","Green_Simonel(86c7ea55381094ef1374bc79524ba7b7)","O_P22014","I_Stu(c87f16d0e9cda269a5c19e68612109b1)"
6,0,2,http://moss.stanford.edu/results/818084778/match169.html,"C_P12015","Green_Simonel(86c7ea55381094ef1374bc79524ba7b7)","O_P12014","Q_Stu(c87f16d0e9cda269a5c19e68612109b1)"
6,0,0,http://moss.stanford.edu/results/818084778/match193.html,"C_P22015","Gonzales_Pedro(a876148095ff319cdf1d6d971f2c0ca5)","C_P22015","Whiteman_Xavier(c251f60fcccb749423e34d7570ceecca)"
6,0,0,http://moss.stanford.edu/results/818084778/match230.html,"C_P12015","Butler_Mary(0c44d3ae94ffd980f530907abdfdb901)","C_P22015","Gonzales_Pedro(a876148095ff319cdf1d6d971f2c0ca5)"
6,0,0,http://moss.stanford.edu/results/818084778/match233.html,"C_P12015","Black_Lisa(82d08df03494defb6b12f52319752fdc)","C_P22015","Whiteman_Xavier(c251f60fcccb749423e34d7570ceecca)"
6,0,0,http://moss.stanford.edu/results/818084778/match236.html,"C_P12015","Black_Lisa(82d08df03494defb6b12f52319752fdc)","C_P12015","Butler_Mary(0c44d3ae94ffd980f530907abdfdb901)"
5,0,1,http://moss.stanford.edu/results/818084778/match123.html,"C_P22015","Jones_Tommy(0db34975171811623b0aa2e1bea58039)","O_P12014","X_Stu(5041308ef3585f4cd6051da1dccd4331)"
5,2,0,http://moss.stanford.edu/results/818084778/match125.html,"C_P12015","Sunam_Jerry(a078102843453dd4fe10ec0873d6e998)","C_P22015","Newman_Joe(54fa6a0de05f3e459300f9e94f7228cf)"
5,2,0,http://moss.stanford.edu/results/818084778/match126.html,"C_P12015","Sunam_Jerry(a078102843453dd4fe10ec0873d6e998)","C_P22015","Jones_Tommy(0db34975171811623b0aa2e1bea58039)"
5,1,0,http://moss.stanford.edu/results/818084778/match128.html,"C_P12015","Bbc_Has(5041308ef3585f4cd6051da1dccd4331)","C_P22015","Jones_Tommy(0db34975171811623b0aa2e1bea58039)"
5,0,0,http://moss.stanford.edu/results/818084778/match186.html,"C_P22015","Whiteman_Xavier(c251f60fcccb749423e34d7570ceecca)","O_P22014","K_Stu(b72a6ef515dfe775b81c412263fcc24d)"
5,0,0,http://moss.stanford.edu/results/818084778/match196.html,"C_P22015","Butler_Mary(0c44d3ae94ffd980f530907abdfdb901)","C_P22015","Whiteman_Xavier(c251f60fcccb749423e34d7570ceecca)"
5,0,2,http://moss.stanford.edu/results/818084778/match198.html,"C_P22015","Boop_Betty(168e38a05dfd8bb5e4d1aa3084f98cec)","O_P12014","Al_Stu(41e869b8be1ff2f45a0f7679f0612c02)"
5,0,0,http://moss.stanford.edu/results/818084778/match226.html,"C_P12015","Butler_Mary(0c44d3ae94ffd980f530907abdfdb901)","O_P22014","K_Stu(b72a6ef515dfe775b81c412263fcc24d)"
4,0,0,http://moss.stanford.edu/results/818084778/match165.html,"C_P22015","Boop_Betty(168e38a05dfd8bb5e4d1aa3084f98cec)","C_P22015","Gonzales_Pedro(a876148095ff319cdf1d6d971f2c0ca5)"
4,0,0,http://moss.stanford.edu/results/818084778/match173.html,"C_P12015","Black_Lisa(82d08df03494defb6b12f52319752fdc)","C_P22015","Boop_Betty(168e38a05dfd8bb5e4d1aa3084f98cec)"
4,0,0,http://moss.stanford.edu/results/818084778/match213.html,"C_P12015","Lu_Ben(6e43dde6ee96247f8d811d9acb6687e3)","O_P22014","N_Stu(e4eccfa8a9dceb2e2902c8b052ce85b4)"
4,0,1,http://moss.stanford.edu/results/818084778/match214.html,"C_P12015","Lu_Ben(6e43dde6ee96247f8d811d9acb6687e3)","O_P22014","J_Stu(fdff9c54a88cb0c4288d5d2618f64fd8)"
4,0,2,http://moss.stanford.edu/results/818084778/match215.html,"C_P12015","Lu_Ben(6e43dde6ee96247f8d811d9acb6687e3)","C_P12015","Sunam_Jerry(a078102843453dd4fe10ec0873d6e998)"
4,0,0,http://moss.stanford.edu/results/818084778/match217.html,"C_P12015","Jones_Tommy(0db34975171811623b0aa2e1bea58039)","C_P22015","Gonzales_Pedro(a876148095ff319cdf1d6d971f2c0ca5)"
4,0,0,http://moss.stanford.edu/results/818084778/match235.html,"C_P12015","Black_Lisa(82d08df03494defb6b12f52319752fdc)","C_P12015","Jones_Tommy(0db34975171811623b0aa2e1bea58039)"
4,1,1,http://moss.stanford.edu/results/818084778/match237.html,"C_P12015","Bbc_Has(5041308ef3585f4cd6051da1dccd4331)","O_P22014","I_Stu(c87f16d0e9cda269a5c19e68612109b1)"
1,0,1,http://moss.stanford.edu/results/818084778/match191.html,"C_P22015","Gonzales_Pedro(a876148095ff319cdf1d6d971f2c0ca5)","O_P22014","I_Stu(c87f16d0e9cda269a5c19e68612109b1)"
1,0,2,http://moss.stanford.edu/results/818084778/match192.html,"C_P22015","Gonzales_Pedro(a876148095ff319cdf1d6d971f2c0ca5)","O_P12014","Q_Stu(c87f16d0e9cda269a5c19e68612109b1)"
